06.12.2016 20:43:05;0.5109922565;0.5109977048;0.510990169;0.5109974925;0.5109940219;0.510999615;0.510998;0.510997339;0.5109913848;0.5109921728;0.5109916471;0.5109968384;0.5109901598;0.5109927932;0.5109931139
06.12.2016 20:44:45;0.5109962034;0.5109958155;0.5109908016;0.5109959399;0.5109911771;0.510999615;0.510994643;0.5109956069;0.5109923081;0.5109989458;0.5109932885;0.5109916205;0.5109919101;0.5109937175;0.5109967187
06.12.2016 20:46:25;0.5109934456;0.5109936435;0.5109960176;0.5109950854;0.510996506;0.5109988236;0.5109903157;0.5109997164;0.5109905944;0.510993592;0.5109903761;0.5109984109;0.5109962723;0.5109993774;0.5109928038
06.12.2016 20:48:05;0.510997078;0.5109917912;0.51099737;0.5109963942;0.5109945805;0.5109916777;0.5109986852;0.5109986206;0.5109987228;0.5109960723;0.5109913269;0.5109972952;0.5109947645;0.51099412;0.5109967346
06.12.2016 20:49:45;0.5109908363;0.5109926592;0.5109959808;0.5109998931;0.5109937846;0.510992095;0.5109967615;0.5109900282;0.5109991053;0.5109922964;0.5109983224;0.5109975208;0.51099116;0.5109967526;0.5109935706
06.12.2016 20:51:25;0.5109947976;0.5109961513;0.5109914533;0.5109955557;0.5109934281;0.5109992309;0.5109900135;0.5109971284;0.5109939531;0.5109914613;0.5109985528;0.5109946808;0.5109987073;0.5109995125;0.5109932853
06.12.2016 20:53:05;0.5109945307;0.5109988902;0.5109926467;0.510994438;0.5109930123;0.510992342;0.5109994162;0.510995681;0.5109996478;0.5109923522;0.5109987662;0.5109972427;0.5109994546;0.5109932893;0.5109913966
06.12.2016 20:54:45;0.5109920777;0.5109905807;0.5109969918;0.5109934364;0.5109974623;0.5109996617;0.510999418;0.5109921301;0.5109987139;0.5109931672;0.5109935634;0.5109929932;0.5109939649;0.5109904259;0.5109959753
06.12.2016 20:56:25;0.5109954149;0.5109903735;0.5109959798;0.5109928434;0.5109967602;0.5109924592;0.510997323;0.5109937546;0.5109978586;0.5109963317;0.5109968611;0.5109923952;0.5109988798;0.5109904024;0.5109915735
06.12.2016 20:58:05;0.5109950063;0.5109992126;0.5109933336;0.5109918356;0.5109945614;0.5109910524;0.5109962417;0.5109950437;0.5109962831;0.5109912879;0.5109957634;0.5109983597;0.5109937221;0.5109985064;0.510990547
06.12.2016 20:59:45;0.5109904055;0.510995173;0.5109917283;0.5109946913;0.5109949411;0.5109961837;0.5109982555;0.5109917715;0.5109919952;0.5109927554;0.5109909133;0.5109959056;0.5109911584;0.5109994506;0.5109971771
06.12.2016 21:01:25;0.5109928992;0.5109964155;0.510993717;0.5109984501;0.5109992375;0.5109975627;0.5109946814;0.5109988547;0.510995317;0.5109920339;0.5109905761;0.5109993953;0.5109945628;0.5109973976;0.5109936626
06.12.2016 21:03:05;0.5109968221;0.5109903057;0.5109966416;0.5109953151;0.5109997757;0.5109935649;0.5109938194;0.5109975246;0.5109975639;0.5109926161;0.5109986575;0.5109930441;0.5109989999;0.5109953659;0.5109919638
06.12.2016 21:04:45;0.5109995409;0.5109980715;0.5109982123;0.5109964013;0.5109904167;0.5109933875;0.5109953831;0.5109988884;0.5109978013;0.5109994154;0.5109970823;0.510995695;0.5109942878;0.5109966408;0.5109999386
06.12.2016 21:06:25;0.5109936947;0.5109911941;0.5109907831;0.5109988743;0.5109903463;0.510994866;0.5109958016;0.5109955547;0.5109926682;0.510992772;0.510998058;0.5109971128;0.5109982804;0.5109926863;0.5109949776
06.12.2016 21:08:05;0.5109988232;0.5109900335;0.5109902804;0.5109968386;0.510997721;0.5109964091;0.5109992585;0.5109952528;0.5109959707;0.510997831;0.510998283;0.510994506;0.5109901973;0.5109972508;0.5109999324
06.12.2016 21:09:45;0.5109928265;0.5109959831;0.5109983149;0.5109986305;0.5109979265;0.5109939169;0.5109975833;0.5109979581;0.5109938205;0.5109924966;0.5109925938;0.5109956651;0.5109949853;0.5109953822;0.5109961257
06.12.2016 21:11:25;0.5109921117;0.5109946861;0.5109965545;0.5109955502;0.51099117;0.5109933827;0.510996605;0.5109955053;0.5109916609;0.5109954438;0.5109950965;0.5109997341;0.5109985928;0.5109919894;0.5109910086
06.12.2016 21:13:05;0.5109920599;0.5109933007;0.5109901781;0.5109999284;0.5109960894;0.5109916375;0.510993152;0.5109953649;0.5109920923;0.5109985248;0.510992283;0.5109920642;0.5109945248;0.510998963;0.5109938677
06.12.2016 21:14:45;0.5109933011;0.5109978418;0.51099178;0.510998029;0.5109949671;0.510996407;0.5109952943;0.510993445;0.5109912383;0.5109960628;0.5109939615;0.5109926233;0.5109962463;0.5109936046;0.5109902754
